"가뭄","누적강수량","가조시간","평균기온","저수량","댐","총저수량"
"정상",316,14.6,19.2,7.45,"보현산",22.11
"정상",316,14.6,19.2,44.24,"영천",103.21
"정상",395.8,14.6,20.5,336.97,"합천",790
"정상",509.1,14.5,21.1,100.77,"남강",309.2
"보통습윤",460.1,14.8,19.6,53.24,"횡성",86.9
"정상",522.7,14.5,21.9,102.94,"장흥",191
"정상",405.2,14.6,20.8,147.69,"섬진강",466
"정상",481.9,14.6,19.5,3.76,"대곡",36.16
"정상",481.9,14.6,19.5,4.22,"대암",13.14
"정상",481.9,14.6,19.5,7.8,"사연",30.34
"정상",481.9,14.6,19.5,1.38,"선암",2.02
"정상",465.1,14.5,23,5.86,"평림",10.26
"정상",338.9,14.6,21.7,35.04,"보령",116.9
"정상",423.8,14.7,19.7,1382.14,"충주",2750
"정상",898,14.5,20.9,8.29,"구천",10.02
"정상",898,14.5,20.9,3.18,"연초",5.22
"정상",421.6,14.6,21.1,46.09,"밀양",73.6
"정상",442.4,14.6,20.1,403.84,"용담",815
"정상",325,14.6,20.7,18.14,"김천부항",54.3
"정상",500.2,14.7,18.5,70.18,"영주",181.1
"보통습윤",460.1,14.8,21.6,53.29,"횡성",86.9
"정상",423.8,14.7,22.6,1369.17,"충주",2750
"정상",407.7,14.6,22.1,30.64,"부안",50.3
"정상",338.9,14.6,21.5,34.8,"보령",116.9
"정상",442.4,14.6,20.6,402.47,"용담",815
"정상",325,14.6,22.9,18.07,"김천부항",54.3
"정상",500.2,14.7,21.1,70.24,"영주",181.1
"정상",522.7,14.5,22,102.65,"장흥",191
"정상",898,14.5,21.1,8.28,"구천",10.02
"정상",898,14.5,21.1,3.16,"연초",5.22
"정상",421.6,14.6,22.4,45.84,"밀양",73.6
"정상",300.4,14.6,23,20.11,"군위",48.7
"정상",437.6,14.7,21.4,878.82,"안동",1248
"정상",437.6,14.7,21.4,240.71,"임하",595
"정상",481.9,14.6,21,3.68,"대곡",36.16
"정상",481.9,14.6,21,4.17,"대암",13.14
"정상",481.9,14.6,21,7.73,"사연",30.34
"정상",481.9,14.6,21,1.4,"선암",2.02
"정상",438.6,14.2,28.4,37.33,"보령",116.9
"정상",672.3,14.3,29.8,1647.53,"소양강",2900
"정상",723.2,14.1,27.7,54.05,"밀양",73.6
"정상",614,14.1,26.5,367.38,"합천",790
"정상",658.6,14.1,28.3,6.97,"평림",10.26
"정상",680.4,14.1,24.6,514.35,"용담",815
"정상",568.5,14.3,29.3,53.74,"횡성",86.9
"정상",615.2,14.1,26.4,215.7,"섬진강",466
"정상",935.5,14,26.9,137.81,"장흥",191
"정상",578.7,14.1,26.6,11.1,"보현산",22.11
"정상",578.7,14.1,26.6,73.63,"영천",103.21
"정상",773.2,14.2,28,1667.38,"충주",2750
"정상",561.2,14.2,27.6,894.77,"안동",1248
"정상",561.2,14.2,27.6,306.99,"임하",595
"정상",670.8,14.3,30.2,1647.53,"소양강",2900
"정상",607.4,14.1,26.2,212.76,"섬진강",466
"정상",565.8,14.2,29.2,53.6,"횡성",86.9
"정상",568.6,14.1,26.2,73.33,"영천",103.21
"정상",568.6,14.1,26.2,11.08,"보현산",22.11
"정상",1312.5,14,27.5,4.03,"연초",5.22
"정상",1312.5,14,27.5,9.06,"구천",10.02
"정상",924.2,14,26.5,137.46,"장흥",191
"정상",673.3,14.1,25.4,512.73,"용담",815
"정상",435.9,14.1,27.8,36.96,"보령",116.9
"정상",770.4,14.2,28.9,1656.65,"충주",2750
"정상",649.9,14,28.3,6.94,"평림",10.26
"정상",708.9,14.1,28.1,53.77,"밀양",73.6
"정상",645.2,14.1,26.8,8.35,"사연",30.34
"정상",645.2,14.1,26.8,1.36,"선암",2.02
"정상",645.2,14.1,26.8,6.95,"대곡",36.16
"정상",645.2,14.1,26.8,4.37,"대암",13.14
"정상",451.3,14.1,28.1,28.35,"군위",48.7
"정상",571.5,14.1,27.7,33.07,"부안",50.3
"정상",771.2,14.2,26.2,87.61,"영주",181.1
"정상",577.3,14.1,27.7,24.81,"김천부항",54.3
"정상",843.7,14,26.9,109.96,"남강",309.2
"정상",602.7,14.1,27.2,366.12,"합천",790
"정상",470.2,14.2,30.7,861.8,"대청",1490
"정상",470.2,14.1,30.8,859.11,"대청",1490
"정상",670.8,14.2,29.5,1647.05,"소양강",2900
"정상",607.4,14.1,26.8,210.31,"섬진강",466
"정상",843.7,14,27.8,108.6,"남강",309.2
"정상",451.3,14.1,28.2,28.23,"군위",48.7
"정상",568.6,14.1,26.3,11.05,"보현산",22.11
"정상",568.6,14.1,26.3,73.02,"영천",103.21
"정상",924.2,14,26.5,137.12,"장흥",191
"정상",577.3,14.1,28.5,24.75,"김천부항",54.3
"정상",771.2,14.1,27,86.11,"영주",181.1
"정상",435.9,14.1,27.8,36.71,"보령",116.9
"정상",561.2,14.1,27.4,892.1,"안동",1248
"정상",561.2,14.1,27.4,305.59,"임하",595
"정상",645.2,14,26.8,6.88,"대곡",36.16
"정상",645.2,14,26.8,4.35,"대암",13.14
"정상",645.2,14,26.8,8.24,"사연",30.34
"정상",645.2,14,26.8,1.35,"선암",2.02
"정상",649.9,14,28.9,6.91,"평림",10.26
"정상",848.8,13.1,21.7,35.9,"김천부항",54.3
"정상",805.6,13.1,22,14.8,"보현산",22.11
"정상",805.6,13.1,22,78.38,"영천",103.21
"정상",902.5,13,22.8,417.98,"합천",790
"정상",762.1,13.1,22.8,1725.39,"소양강",2900
"정상",949.3,13,22.7,270.11,"섬진강",466
"보통습윤",1781.4,13,26.4,9.35,"구천",10.02
"보통습윤",1781.4,13,26.4,4.47,"연초",5.22
"정상",1138,13,25.6,107.69,"남강",309.2
"정상",982.7,13,25.3,57.59,"밀양",73.6
"정상",978.9,13,25.5,8.55,"평림",10.26
"정상",664.2,13.1,22.4,36.96,"보령",116.9
"정상",1018.3,13.1,20.7,89.92,"영주",181.1
"정상",1230.4,13,26,122.98,"장흥",191
"정상",956.8,13,22.4,43.14,"부안",50.3
"정상",1015.3,13,22.1,618.51,"용담",815
"정상",762.1,13.1,22.7,1726.87,"소양강",2900
"정상",733.8,13,22,875.3,"안동",1248
"정상",733.8,13,22,332.05,"임하",595
"정상",1139.7,13,26.5,101.43,"남강",309.2
"정상",1230.4,13,26,122.98,"장흥",191
"정상",1015.7,13,22.6,621.22,"용담",815
"정상",982.7,13,26.5,57.46,"밀양",73.6
"정상",904.5,13,24.2,422.91,"합천",790
"정상",805.8,13,23.6,14.83,"보현산",22.11
"정상",805.8,13,23.6,75.3,"영천",103.21
"정상",996.7,13.1,21.3,1608.51,"충주",2750
"정상",1018.3,13.1,20.1,90.52,"영주",181.1
"정상",848.8,13,23.4,36.62,"김천부항",54.3
"정상",957.7,13,23.4,42.8,"부안",50.3
"정상",980.8,13,25.5,8.54,"평림",10.26
"정상",703.8,13,23.5,973.85,"대청",1490
"정상",949.6,13,23.2,279.47,"섬진강",466
"약한가뭄",655.5,13.1,22,50.18,"횡성",86.9
"정상",1059.2,13,25.1,18.75,"대곡",36.16
"정상",1059.2,13,25.1,6.45,"대암",13.14
"정상",1059.2,13,25.1,16.05,"사연",30.34
"정상",1059.2,13,25.1,1.36,"선암",2.02
"정상",679.7,13,25.2,37.91,"군위",48.7
"정상",664.3,13,22.8,37.37,"보령",116.9
"보통습윤",1781.4,13,26.6,9.35,"구천",10.02
"보통습윤",1781.4,13,26.6,4.45,"연초",5.22
"정상",959.9,13,25.3,42.5,"부안",50.3
"정상",736.3,13,21.7,874.86,"안동",1248
"정상",736.3,13,21.7,331.31,"임하",595
"정상",980.8,13,26.5,8.51,"평림",10.26
"정상",669.5,13,24.8,37.6,"보령",116.9
"정상",851.9,13,22.8,37.06,"김천부항",54.3
"정상",1033.4,13,20.3,90.72,"영주",181.1
"정상",832,13,22.8,14.84,"보현산",22.11
"정상",832,13,22.8,72.37,"영천",103.21
"정상",1781.4,13,25.8,4.45,"연초",5.22
"정상",1781.4,13,25.8,9.35,"구천",10.02
"정상",1230.4,12.9,25.6,122.98,"장흥",191
"정상",988.3,13,25.9,57.3,"밀양",73.6
"정상",917.8,11.7,22.7,297.61,"섬진강",466
"정상",787.6,11.7,24.6,50.63,"보령",116.9
"정상",1037.7,11.7,19.4,92.43,"영주",181.1
"정상",1157.8,11.7,24.7,118.14,"장흥",191
"정상",990.6,11.7,20.9,577.47,"용담",815
"정상",821.1,11.7,21.9,15.77,"보현산",22.11
"정상",821.1,11.7,21.9,78.58,"영천",103.21
"정상",1755.3,11.7,23.3,9.34,"구천",10.02
"정상",1755.3,11.7,23.3,4.38,"연초",5.22
"정상",886.7,11.7,22.5,58.61,"밀양",73.6
"정상",891,11.7,22.5,444.13,"합천",790
"정상",977.5,11.7,25.5,8.46,"평림",10.26
"정상",791.8,11.7,23.4,1089.02,"대청",1490
"약한가뭄",760.7,11.7,19.6,1852.91,"소양강",2900
"보통가뭄",685.7,11.7,19.5,55.46,"횡성",86.9
"정상",866.4,11.7,22.7,40.26,"김천부항",54.3
"정상",1135.5,11.7,21,1766.57,"충주",2750
"정상",1014.9,11.7,24.8,41.62,"부안",50.3
"약한가뭄",762.3,11.6,21.9,1858.07,"소양강",2900
"정상",1011,11.7,23,41.57,"부안",50.3
"정상",974.2,11.7,24.4,8.45,"평림",10.26
"정상",996,11.7,24.2,21.2,"대곡",36.16
"정상",996,11.7,24.2,5,"대암",13.14
"정상",996,11.7,24.2,7.72,"사연",30.34
"정상",996,11.7,24.2,1.32,"선암",2.02
"정상",911.9,11.7,20.4,297.42,"섬진강",466
"정상",787,11.7,23.5,50.63,"보령",116.9
"정상",1740.1,11.7,23.1,9.33,"구천",10.02
"정상",1740.1,11.7,23.1,4.36,"연초",5.22
"정상",797.2,11.7,22.1,15.75,"보현산",22.11
"정상",797.2,11.7,22.1,78.11,"영천",103.21
"정상",866.6,11.7,23.2,58.52,"밀양",73.6
"정상",1022.9,11.7,20.5,92.62,"영주",181.1
"정상",846.8,11.7,22,40.18,"김천부항",54.3
"정상",647.2,11.7,24,31.44,"군위",48.7
"정상",1129.8,11.7,22.5,1764.35,"충주",2750
"정상",674.1,11.7,22.2,958.05,"안동",1248
"정상",674.1,11.7,22.2,398.23,"임하",595
"정상",780.9,11.7,24.2,1088.52,"대청",1490
"정상",881.7,11.7,22.7,443.6,"합천",790
"정상",1156.5,11.7,22,117.98,"장흥",191
"정상",1059.2,11.7,23.1,138.93,"남강",309.2
"정상",983.8,11.7,19.2,576.89,"용담",815
"보통가뭄",682.7,11.7,22.5,55.55,"횡성",86.9
"약한가뭄",764.8,11.6,17.9,1870,"소양강",2900
"정상",674.1,11.6,20,957.59,"안동",1248
"정상",674.1,11.6,20,398.02,"임하",595
"정상",780.9,11.6,22.6,1088.77,"대청",1490
"정상",1131,11.6,20.4,1762.12,"충주",2750
"정상",647.2,11.6,22.1,31.34,"군위",48.7
"정상",1059.2,11.7,22.3,140.02,"남강",309.2
"정상",322.9,14.7,23.5,804.2,"대청",1490
"정상",396.2,14.6,22,335.93,"합천",790
"정상",465.1,14.5,23,5.83,"평림",10.26
"정상",316,14.6,21.7,7.41,"보현산",22.11
"정상",316,14.6,21.7,43.9,"영천",103.21
"정상",509.1,14.5,21.8,102.98,"남강",309.2
"정상",405.2,14.6,21.4,145.16,"섬진강",466
"보통습윤",479.7,14.8,23.1,1511.97,"소양강",2900
"정상",324.3,14.7,25,801.61,"대청",1490
"정상",427.7,14.7,23.9,1358.2,"충주",2750
"정상",481.9,14.6,22.3,3.6,"대곡",36.16
"정상",481.9,14.6,22.3,4.12,"대암",13.14
"정상",481.9,14.6,22.3,7.64,"사연",30.34
"정상",481.9,14.6,22.3,1.4,"선암",2.02
"정상",471.5,14.5,23.4,5.81,"평림",10.26
"정상",460.1,14.8,23.2,53.15,"횡성",86.9
"정상",509.1,14.5,22.3,104.09,"남강",309.2
"정상",407.7,14.6,23.2,30.57,"부안",50.3
"정상",413.2,14.6,22.1,142.91,"섬진강",466
"정상",500.2,14.7,22.1,70.24,"영주",181.1
"정상",522.7,14.5,22.6,102.28,"장흥",191
"정상",898,14.5,21.8,8.27,"구천",10.02
"정상",898,14.5,21.8,3.13,"연초",5.22
"정상",396.2,14.6,23,334.74,"합천",790
"정상",338.9,14.6,22.8,34.57,"보령",116.9
"보통습윤",479.7,14.8,24.4,1506.18,"소양강",2900
"정상",421.6,14.6,23.9,45.57,"밀양",73.6
"정상",325,14.6,24.6,17.98,"김천부항",54.3
"정상",469.8,14.6,21.1,401.09,"용담",815
"정상",315.1,14.6,23.5,19.99,"군위",48.7
"정상",316,14.6,22.7,7.38,"보현산",22.11
"정상",316,14.6,22.7,43.51,"영천",103.21
"정상",437.6,14.7,23,873.11,"안동",1248
"정상",437.6,14.7,23,239.7,"임하",595
"정상",415,14.6,21.9,140.79,"섬진강",466
"정상",438.2,14.7,22.4,867.42,"안동",1248
"정상",438.2,14.7,22.4,238.84,"임하",595
"정상",482.1,14.6,22.4,3.52,"대곡",36.16
"정상",482.1,14.6,22.4,4.16,"대암",13.14
"정상",482.1,14.6,22.4,7.57,"사연",30.34
"정상",482.1,14.6,22.4,1.4,"선암",2.02
"정상",471.8,14.5,23.9,5.79,"평림",10.26
"정상",317.1,14.6,22.8,19.89,"군위",48.7
"정상",468.4,14.8,19.9,53.15,"횡성",86.9
"정상",509.8,14.5,22.2,104.09,"남강",309.2
"정상",406.3,14.6,24.2,30.51,"부안",50.3
"정상",339.5,14.6,23.4,34.33,"보령",116.9
"정상",472.2,14.6,20.6,400.18,"용담",815
"정상",326.7,14.6,23.4,17.91,"김천부항",54.3
"정상",316.9,14.6,21.8,7.34,"보현산",22.11
"정상",316.9,14.6,21.8,43.17,"영천",103.21
"정상",397.4,14.6,22.1,333.7,"합천",790
"정상",422.6,14.6,23,45.3,"밀양",73.6
"보통습윤",511.3,14.8,21.4,1503.51,"소양강",2900
"정상",602.7,14.1,28.1,365.02,"합천",790
"정상",565.8,14.2,28.4,53.42,"횡성",86.9
"정상",571.9,14.1,28,32.97,"부안",50.3
"정상",673.3,14.1,25.5,510.85,"용담",815
"정상",708.9,14,27.9,53.51,"밀양",73.6
"정상",1312.5,14,27.3,9.04,"구천",10.02
"정상",1312.5,14,27.3,4,"연초",5.22
"정상",770.4,14.2,29.1,1645.24,"충주",2750
"정상",564.9,14.2,27.9,53.24,"횡성",86.9
"정상",645.1,14,27.3,6.8,"대곡",36.16
"정상",645.1,14,27.3,4.32,"대암",13.14
"정상",645.1,14,27.3,8.13,"사연",30.34
"정상",645.1,14,27.3,1.33,"선암",2.02
"정상",451.3,14,29.5,28.11,"군위",48.7
"정상",648.9,14,29,6.88,"평림",10.26
"정상",602.7,14,28,363.77,"합천",790
"정상",669.6,14,26,508.98,"용담",815
"정상",571,14,28.1,32.95,"부안",50.3
"정상",843.7,14,27.7,107.01,"남강",309.2
"정상",668.6,14.2,28.8,1647.05,"소양강",2900
"정상",1312.5,14,26.7,9,"구천",10.02
"정상",1312.5,14,26.7,3.97,"연초",5.22
"정상",923.3,14,26.2,136.78,"장흥",191
"정상",434.5,14.1,27.5,36.38,"보령",116.9
"정상",576.5,14.1,28.9,24.66,"김천부항",54.3
"정상",603.5,14,26.9,207.57,"섬진강",466
"정상",568.6,14.1,27.5,11.02,"보현산",22.11
"정상",568.6,14.1,27.5,72.77,"영천",103.21
"정상",708.9,14,28.6,53.21,"밀양",73.6
"정상",469.5,14.1,30.2,856.95,"대청",1490
"정상",770.9,14.1,26.6,84.56,"영주",181.1
"정상",561.2,14.1,28.1,889.43,"안동",1248
"정상",561.2,14.1,28.1,304.19,"임하",595
"정상",769.5,14.1,28,1633.89,"충주",2750
"약한가뭄",469.5,14.1,31.3,854.27,"대청",1490
"정상",561.2,14.1,28.7,886.77,"안동",1248
"정상",561.2,14.1,28.7,302.97,"임하",595
"정상",668.6,14.2,29.7,1646.58,"소양강",2900
"정상",573.7,14,27.7,32.86,"부안",50.3
"정상",843.7,14,27.4,105.43,"남강",309.2
"정상",564.9,14.2,28.6,53.06,"횡성",86.9
"정상",645.1,14,28.6,6.72,"대곡",36.16
"정상",645.1,14,28.6,4.29,"대암",13.14
"정상",645.1,14,28.6,8.04,"사연",30.34
"정상",645.1,14,28.6,1.32,"선암",2.02
"정상",602.7,14,28.3,362.51,"합천",790
"정상",669.6,14,27.1,507.11,"용담",815
"정상",576.5,14,29.2,24.59,"김천부항",54.3
"정상",770.9,14.1,26.7,83.73,"영주",181.1
"정상",603.5,14,26.8,204.71,"섬진강",466
"정상",708.9,14,28.6,52.94,"밀양",73.6
"정상",649.3,14,28.1,6.85,"평림",10.26
"정상",451.3,14,30.6,27.99,"군위",48.7
"정상",923.3,13.9,26,136.44,"장흥",191
"약한가뭄",711.9,13,19.1,50.22,"횡성",86.9
"정상",796.9,13,20.1,1729.33,"소양강",2900
"정상",1060.2,13,23.9,15.74,"사연",30.34
"정상",1060.2,13,23.9,1.34,"선암",2.02
"정상",1060.2,13,23.9,18.8,"대곡",36.16
"정상",1060.2,13,23.9,6.35,"대암",13.14
"정상",694.9,13,24.4,37.94,"군위",48.7
"정상",1003.3,13,21.5,1601.5,"충주",2750
"정상",706,13,22.9,941.65,"대청",1490
"정상",1139.7,13,26.2,95.56,"남강",309.2
"정상",904.5,13,25.2,425.64,"합천",790
"정상",949.9,13,24.3,283.19,"섬진강",466
"정상",1016.9,13,23.5,599.11,"용담",815
"정상",772.5,13,22.5,944.5,"대청",1490
"정상",1114.8,13,20.8,1735.58,"충주",2750
"정상",1026.1,12.9,24.5,8.5,"평림",10.26
"정상",734.5,12.9,21.9,38.44,"군위",48.7
"약한가뭄",742.5,13,20,51.96,"횡성",86.9
"정상",962.4,12.9,22.9,294.73,"섬진강",466
"정상",1139.9,12.9,25.8,100.11,"남강",309.2
"정상",978.4,12.9,24,42.47,"부안",50.3
"정상",742,13,23.1,42.58,"보령",116.9
"정상",1048.4,12.9,22.9,582.69,"용담",815
"정상",1812.8,12.9,25.6,9.36,"구천",10.02
"정상",1812.8,12.9,25.6,4.44,"연초",5.22
"정상",908.1,12.9,24.7,430.1,"합천",790
"약한가뭄",804.4,13,20.8,1745.63,"소양강",2900
"정상",1096.4,12.9,22.2,19.02,"대곡",36.16
"정상",1096.4,12.9,22.2,7.12,"대암",13.14
"정상",1096.4,12.9,22.2,15.65,"사연",30.34
"정상",1096.4,12.9,22.2,1.34,"선암",2.02
"정상",789.6,13,19.8,926.3,"안동",1248
"정상",789.6,13,19.8,356.48,"임하",595
"정상",899.4,12.9,20.5,15.65,"보현산",22.11
"정상",899.4,12.9,20.5,77.97,"영천",103.21
"정상",1144.4,13,19.3,103.35,"영주",181.1
"정상",1233.3,12.9,24.9,122.98,"장흥",191
"정상",998,12.9,25.3,58.28,"밀양",73.6
"정상",891.7,13,21.8,37.8,"김천부항",54.3
"약한가뭄",734.8,13,23.1,1760.05,"소양강",2900
"정상",719.2,12.9,23.7,979.09,"대청",1490
"정상",1041.4,12.9,21.1,19.25,"대곡",36.16
"정상",1041.4,12.9,21.1,6.94,"대암",13.14
"정상",1041.4,12.9,21.1,15.6,"사연",30.34
"정상",1041.4,12.9,21.1,1.36,"선암",2.02
"정상",700.2,12.9,21.8,35.6,"군위",48.7
"약한가뭄",659.8,13,22,52.58,"횡성",86.9
"정상",850,12.9,21.7,38.53,"김천부항",54.3
"정상",1774.8,12.9,21.7,9.36,"구천",10.02
"정상",1774.8,12.9,21.7,4.43,"연초",5.22
"정상",1204.8,12.9,21.9,122.98,"장흥",191
"정상",1066.8,12.9,21.8,1843.96,"충주",2750
"정상",941.4,12.9,22.4,42.42,"부안",50.3
"정상",931.4,12.9,21.1,301.68,"섬진강",466
"정상",1067.4,12.9,20.4,108.71,"영주",181.1
"정상",686.4,12.9,22.9,44.25,"보령",116.9
"정상",787,11.6,22.3,50.63,"보령",116.9
"정상",846.8,11.6,20.9,40.07,"김천부항",54.3
"정상",797.4,11.6,20,15.71,"보현산",22.11
"정상",797.4,11.6,20,77.67,"영천",103.21
"정상",881.7,11.6,21.1,443.08,"합천",790
"약한가뭄",688.9,11.6,17.6,55.69,"횡성",86.9
"정상",983.8,11.6,18.5,576.02,"용담",815
"정상",996,11.7,21.5,21.15,"대곡",36.16
"정상",996,11.7,21.5,4.82,"대암",13.14
"정상",996,11.7,21.5,7.66,"사연",30.34
"정상",996,11.7,21.5,1.34,"선암",2.02
"정상",1156.5,11.7,21.7,117.98,"장흥",191
"정상",1740.1,11.7,22.9,9.31,"구천",10.02
"정상",1740.1,11.7,22.9,4.34,"연초",5.22
"정상",1011,11.6,21.9,41.51,"부안",50.3
"정상",911.9,11.6,20,297.23,"섬진강",466
"정상",974.2,11.7,23.9,8.45,"평림",10.26
"정상",866.6,11.6,23,58.43,"밀양",73.6
"정상",1023.5,11.6,18.7,92.74,"영주",181.1
"정상",782.1,11.6,20.5,1088.52,"대청",1490
"정상",974.2,11.6,22.2,8.44,"평림",10.26
"약한가뭄",690.4,11.6,18,55.83,"횡성",86.9
"정상",1012.1,11.6,20.8,41.46,"부안",50.3
"정상",915.5,11.6,19.1,297.23,"섬진강",466
"정상",846.8,11.6,21.5,39.99,"김천부항",54.3
"정상",1023.5,11.6,18.7,92.79,"영주",181.1
"정상",984.5,11.6,18.7,575.45,"용담",815
"정상",797.4,11.6,21.9,15.68,"보현산",22.11
"정상",797.4,11.6,21.9,77.22,"영천",103.21
"정상",1156.5,11.6,20.6,117.83,"장흥",191
"정상",996,11.6,22.4,21.07,"대곡",36.16
"정상",996,11.6,22.4,4.63,"대암",13.14
"정상",996,11.6,22.4,7.59,"사연",30.34
"정상",996,11.6,22.4,1.35,"선암",2.02
"정상",1131.4,11.6,19,1759.16,"충주",2750
"정상",674.1,11.6,20.5,956.66,"안동",1248
"정상",674.1,11.6,20.5,397.6,"임하",595
"정상",1059.2,11.6,22.3,140.86,"남강",309.2
"정상",881.7,11.6,22.4,442.38,"합천",790
"약한가뭄",768,11.6,19,1878.85,"소양강",2900
"정상",1740.1,11.6,22.1,9.3,"구천",10.02
"정상",1740.1,11.6,22.1,4.33,"연초",5.22
"정상",798.2,11.6,20.2,50.6,"보령",116.9
"정상",647.2,11.6,23.3,31.23,"군위",48.7
"정상",866.6,11.6,23,58.32,"밀양",73.6
"약한가뭄",770,11.5,18.6,1884.59,"소양강",2900
"정상",917.1,11.6,19.3,297.23,"섬진강",466
"정상",1132.5,11.6,19,1756.2,"충주",2750
"정상",974.2,11.6,22.3,8.43,"평림",10.26
"정상",647.2,11.6,22.2,31.14,"군위",48.7
"정상",1059.2,11.6,22.5,141.68,"남강",309.2
"정상",1156.9,11.6,22,117.75,"장흥",191
"정상",985.2,11.6,18.9,574.58,"용담",815
"정상",522.7,14.5,22.7,101.98,"장흥",191
"정상",337.2,14.7,22.5,799.55,"대청",1490
"정상",437.9,14.7,20.9,1354.73,"충주",2750
"정상",898.2,14.5,22.1,8.24,"구천",10.02
"정상",898.2,14.5,22.1,3.11,"연초",5.22
"정상",507.6,14.7,21,70.18,"영주",181.1
"보통습윤",521.8,14.8,24,1500.84,"소양강",2900
"정상",438.2,14.7,23.1,862.18,"안동",1248
"정상",438.2,14.7,23.1,237.98,"임하",595
"정상",337.2,14.7,25.2,797.49,"대청",1490
"정상",468.8,14.8,23.2,53.15,"횡성",86.9
"정상",421.9,14.6,22.6,138.69,"섬진강",466
"정상",507.9,14.7,20.8,70.06,"영주",181.1
"정상",339.5,14.6,23.6,34.07,"보령",116.9
"정상",472.2,14.6,21.9,398.81,"용담",815
"정상",316.9,14.6,22.2,7.3,"보현산",22.11
"정상",316.9,14.6,22.2,42.79,"영천",103.21
"정상",397.4,14.6,23.5,332.51,"합천",790
"정상",472.7,14.5,24.7,5.77,"평림",10.26
"정상",317.1,14.6,24,19.77,"군위",48.7
"정상",437.9,14.7,23.7,1350.9,"충주",2750
"정상",482.1,14.6,22.7,3.46,"대곡",36.16
"정상",482.1,14.6,22.7,4.3,"대암",13.14
"정상",482.1,14.6,22.7,7.47,"사연",30.34
"정상",482.1,14.6,22.7,1.42,"선암",2.02
"정상",898.2,14.5,22.8,8.22,"구천",10.02
"정상",898.2,14.5,22.8,3.08,"연초",5.22
"정상",509.8,14.5,23,103.87,"남강",309.2
"정상",522.7,14.5,23.8,101.61,"장흥",191
"정상",422.6,14.5,24.7,45.02,"밀양",73.6
"정상",406.3,14.6,24.5,30.42,"부안",50.3
"정상",326.7,14.6,24.4,17.85,"김천부항",54.3
"정상",403.8,14.6,24.3,30.35,"부안",50.3
"정상",437.9,14.7,23.2,1347.16,"충주",2750
"정상",326.7,14.6,24.4,17.77,"김천부항",54.3
"정상",893.1,14.5,23.4,8.2,"구천",10.02
"정상",893.1,14.5,23.4,3.04,"연초",5.22
"정상",419.2,14.5,24.9,44.74,"밀양",73.6
"정상",504.5,14.5,24.5,103.2,"남강",309.2
"정상",438.9,14.7,22.3,856.97,"안동",1248
"정상",438.9,14.7,22.3,236.99,"임하",595
"정상",480.7,14.5,23,3.39,"대곡",36.16
"정상",480.7,14.5,23,4.38,"대암",13.14
"정상",480.7,14.5,23,7.39,"사연",30.34
"정상",480.7,14.5,23,1.41,"선암",2.02
"정상",483.6,14.5,22.8,5.76,"평림",10.26
"정상",315.8,14.6,23.9,19.65,"군위",48.7
"정상",468.8,14.8,22.2,52.98,"횡성",86.9
"정상",340.6,14.7,24.7,793.89,"대청",1490
"정상",339.5,14.6,23.5,33.87,"보령",116.9
"정상",517.4,14.5,23,101.46,"장흥",191
"정상",316.9,14.6,22.5,7.26,"보현산",22.11
"정상",316.9,14.6,22.5,42.41,"영천",103.21
"정상",427.6,14.6,22.1,136.85,"섬진강",466
"정상",568.6,14,28.2,10.98,"보현산",22.11
"정상",568.6,14,28.2,72.37,"영천",103.21
"정상",1312.5,13.9,27.1,8.97,"구천",10.02
"정상",1312.5,13.9,27.1,3.94,"연초",5.22
"정상",769.5,14.1,28.2,1621.87,"충주",2750
"약한가뭄",434.5,14,28.1,36.1,"보령",116.9
"정상",561.2,14,29.1,884.12,"안동",1248
"정상",561.2,14,29.1,301.57,"임하",595
"정상",573.7,14,27.7,32.76,"부안",50.3
"정상",845.2,13.9,28.9,104.09,"남강",309.2
"정상",602.7,14,29.3,361.11,"합천",790
"정상",575.5,14,27.5,10.95,"보현산",22.11
"정상",575.5,14,27.5,72.02,"영천",103.21
"정상",1359.7,13.9,27.2,3.95,"연초",5.22
"정상",1359.7,13.9,27.2,8.97,"구천",10.02
"정상",576.5,14,29.8,24.51,"김천부항",54.3
"약한가뭄",434.5,14,27.7,35.78,"보령",116.9
"정상",456.7,14,29.9,27.87,"군위",48.7
"정상",673.9,14.1,29.5,1646.58,"소양강",2900
"정상",674.6,13.9,29.1,6.88,"평림",10.26
"정상",709.1,14,28.7,52.66,"밀양",73.6
"정상",645.1,14,28.1,7.94,"사연",30.34
"정상",645.1,14,28.1,1.33,"선암",2.02
"정상",645.1,14,28.1,6.66,"대곡",36.16
"정상",645.1,14,28.1,4.27,"대암",13.14
"정상",670.6,14,26.9,505.51,"용담",815
"정상",771.3,14.1,26.8,83.66,"영주",181.1
"정상",563.3,14.1,28.9,52.84,"횡성",86.9
"정상",605.1,14,27.4,202.02,"섬진강",466
"정상",935.2,13.9,28.3,136.44,"장흥",191
"정상",480.4,14.1,30.1,851.58,"대청",1490
"정상",775.7,14.1,28.9,1609.91,"충주",2750
"정상",491.2,14,27.6,849.98,"대청",1490
"정상",665.3,13.9,27.8,6.79,"대곡",36.16
"정상",665.3,13.9,27.8,4.32,"대암",13.14
"정상",665.3,13.9,27.8,7.99,"사연",30.34
"정상",665.3,13.9,27.8,1.35,"선암",2.02
"정상",482.9,14,28.1,27.99,"군위",48.7
