"가뭄","누적강수량","가조시간","평균기온","저수량","댐","총저수량"
"정상",841,12.3,20.2,20.66,"대곡",36.16
"정상",841,12.3,20.2,4.61,"대암",13.14
"보통습윤",1148.1,9.8,2,28.41,"대곡",36.16
"보통습윤",1148.1,9.8,2,5.98,"대암",13.14
"보통습윤",1148.1,9.8,2,8.97,"사연",30.34
"보통습윤",1148.1,9.8,2,1.36,"선암",2.02
"정상",1066.2,9.8,0.8,160.27,"장흥",191
"정상",1078.6,9.8,-0.8,178.51,"남강",309.2
"정상",618.8,9.7,0,824.01,"안동",1248
"정상",618.8,9.7,0,395.3,"임하",595
"약한가뭄",592,9.6,0.9,1751.15,"충주",2750
"정상",772.8,9.7,1.3,27.15,"군위",48.7
"정상",775.9,9.8,5.5,7.28,"평림",10.26
"정상",876.8,9.7,1.1,41.87,"김천부항",54.3
"보통습윤",1661,9.8,4.9,7.96,"구천",10.02
"보통습윤",1661,9.8,4.9,3.8,"연초",5.22
"정상",1066.2,9.8,3.5,160.08,"장흥",191
"정상",818.5,9.7,0,9.98,"보현산",22.11
"정상",818.5,9.7,0,64,"영천",103.21
"정상",1078.6,9.8,1.6,177.95,"남강",309.2
"정상",923.4,9.8,1.5,61.97,"밀양",73.6
"정상",817.6,9.8,4,37.25,"부안",50.3
"정상",790.3,9.8,1.1,273.04,"섬진강",466
"정상",926.4,9.7,-0.5,711.53,"용담",815
"정상",633.7,9.7,4.9,44.76,"보령",116.9
"약한가뭄",675.2,9.6,1.7,67.78,"횡성",86.9
"약한가뭄",652.7,9.7,3.7,1083.69,"대청",1490
"약한가뭄",699.9,9.5,1.2,1604.96,"소양강",2900
"보통습윤",1145.2,9.8,4.8,28.28,"대곡",36.16
"보통습윤",1145.2,9.8,4.8,5.9,"대암",13.14
"보통습윤",1145.2,9.8,4.8,8.93,"사연",30.34
"보통습윤",1145.2,9.8,4.8,1.39,"선암",2.02
"정상",1114.9,9.8,0.8,702.68,"합천",790
"정상",737,9.6,-0.6,40.32,"영주",181.1
"정상",819.2,9.7,5.9,37.2,"부안",50.3
"정상",618.8,9.7,1.3,822.74,"안동",1248
"정상",618.8,9.7,1.3,394.26,"임하",595
"약한가뭄",652.7,9.7,4.1,1082.46,"대청",1490
"약한가뭄",592.4,9.6,2.5,1746.58,"충주",2750
"정상",775.1,9.8,5.2,7.27,"평림",10.26
"보통습윤",1145.2,9.8,5.7,28.14,"대곡",36.16
"보통습윤",1145.2,9.8,5.7,5.8,"대암",13.14
"보통습윤",1145.2,9.8,5.7,8.89,"사연",30.34
"보통습윤",1145.2,9.8,5.7,1.4,"선암",2.02
"약한가뭄",675.7,9.6,1.8,67.73,"횡성",86.9
"정상",904,9.8,1.2,710.54,"용담",815
"정상",790.9,9.8,2.2,272.86,"섬진강",466
"정상",635.7,9.7,4.8,44.71,"보령",116.9
"정상",876.8,9.7,3.7,41.74,"김천부항",54.3
"정상",737,9.6,1.5,40.32,"영주",181.1
"정상",923.4,9.8,2.1,61.86,"밀양",73.6
"정상",1093.4,9.8,2.4,702.44,"합천",790
"정상",818.5,9.7,1.8,9.95,"보현산",22.11
"정상",818.5,9.7,1.8,63.85,"영천",103.21
"정상",772.8,9.7,3.6,27.05,"군위",48.7
"보통습윤",1661,9.8,6.2,7.95,"구천",10.02
"보통습윤",1661,9.8,6.2,3.79,"연초",5.22
"정상",1066.2,9.8,3.8,159.9,"장흥",191
"정상",1078.1,9.8,2.3,177.68,"남강",309.2
"정상",886.5,11.5,18.7,40.97,"부안",50.3
"정상",895.6,11.5,20,8.8,"평림",10.26
"정상",864.8,11.4,19.2,31.76,"군위",48.7
"정상",891.6,11.4,18.9,11.82,"보현산",22.11
"정상",891.6,11.4,18.9,86.38,"영천",103.21
"약한가뭄",657.3,11.4,18.3,1166.55,"대청",1490
"보통습윤",1943.7,11.5,21,9.34,"구천",10.02
"보통습윤",1943.7,11.5,21,4.44,"연초",5.22
"정상",1255,11.5,17.6,715.52,"합천",790
"약한가뭄",709.1,11.4,15.6,71.57,"횡성",86.9
"약한가뭄",750.7,11.4,16.6,1735.22,"소양강",2900
"정상",707.3,11.4,14.4,850.49,"안동",1248
"정상",707.3,11.4,14.4,548.66,"임하",595
"정상",864.8,11.4,16,31.74,"군위",48.7
"정상",1274.9,11.4,16.7,180.45,"남강",309.2
"정상",886.5,11.4,17,40.92,"부안",50.3
"보통습윤",1943.7,11.4,18,9.33,"구천",10.02
"보통습윤",1943.7,11.4,18,4.44,"연초",5.22
"정상",1299.2,11.4,15.8,169.47,"장흥",191
"보통가뭄",595.1,11.4,14,1937.77,"충주",2750
"정상",1209.4,11.4,17,28.58,"대곡",36.16
"정상",1209.4,11.4,17,6.98,"대암",13.14
"정상",1209.4,11.4,17,21.63,"사연",30.34
"정상",1209.4,11.4,17,1.47,"선암",2.02
"정상",895.6,11.4,18.2,8.79,"평림",10.26
"정상",1255,11.4,14.6,716.74,"합천",790
"정상",891.6,11.4,14.6,11.8,"보현산",22.11
"정상",891.6,11.4,14.6,86.07,"영천",103.21
"정상",991.5,11.4,15.1,47.31,"김천부항",54.3
"정상",882.4,11.4,13.9,282.34,"섬진강",466
"약한가뭄",657.3,11.4,16.7,1167.83,"대청",1490
"약한가뭄",709.1,11.4,14.8,71.57,"횡성",86.9
"약한가뭄",750.7,11.3,15.8,1733.76,"소양강",2900
"약한가뭄",583.7,11.4,17,41.47,"보령",116.9
"정상",1008.4,11.4,16.6,68.57,"밀양",73.6
"정상",1042.1,11.4,12.8,753.72,"용담",815
"정상",799,11.4,13.2,35.95,"영주",181.1
"약한가뭄",750.7,11.3,14,1732.3,"소양강",2900
"보통가뭄",595.1,11.3,13,1937.77,"충주",2750
"정상",895.6,11.4,15.2,8.78,"평림",10.26
"약한가뭄",709.1,11.3,13.2,71.57,"횡성",86.9
"정상",882.4,11.4,12.1,282.34,"섬진강",466
"정상",1042.1,11.4,12,753.72,"용담",815
"정상",991.5,11.4,15,47.31,"김천부항",54.3
"정상",891.6,11.4,15.1,11.78,"보현산",22.11
"정상",891.6,11.4,15.1,85.83,"영천",103.21
"정상",707.3,11.3,14,855.24,"안동",1248
"정상",707.3,11.3,14,542.5,"임하",595
"약한가뭄",657.3,11.3,14.9,1167.83,"대청",1490
"보통습윤",1943.7,11.4,17,9.32,"구천",10.02
"보통습윤",1943.7,11.4,17,4.43,"연초",5.22
"정상",1008.4,11.4,15.7,68.49,"밀양",73.6
"정상",799,11.3,13.6,36.2,"영주",181.1
"정상",1299.2,11.4,14.8,169.67,"장흥",191
"약한가뭄",583.7,11.4,14,41.47,"보령",116.9
"보통가뭄",306.2,14.4,25.3,613.99,"안동",1248
"보통가뭄",306.2,14.4,25.3,271.06,"임하",595
"정상",374.2,14.3,24.6,21.21,"김천부항",54.3
"보통가뭄",370.6,14.3,23.9,146.76,"섬진강",466
"약한가뭄",331.6,14.3,24.2,612.28,"안동",1248
"약한가뭄",331.6,14.3,24.2,275.58,"임하",595
"정상",795,14.2,24.1,199.15,"남강",309.2
"약한가뭄",411.4,14.3,24.8,27.05,"부안",50.3
"정상",429.2,14.3,24.4,21.66,"김천부항",54.3
"정상",857.5,14.2,24.4,118.24,"장흥",191
"정상",587,14.2,24.2,69.9,"밀양",73.6
"정상",484.2,14.3,24.9,6.88,"보현산",22.11
"정상",484.2,14.3,24.9,52.54,"영천",103.21
"약한가뭄",426.1,14.2,23.9,147.84,"섬진강",466
"정상",438.4,14.3,24.6,18.41,"군위",48.7
"정상",1291.7,14.2,25,9.49,"구천",10.02
"정상",1291.7,14.2,25,4.61,"연초",5.22
"정상",688.3,14.3,24.1,555.93,"합천",790
"보통가뭄",243.3,14.4,27.1,44.53,"횡성",86.9
"보통가뭄",279.7,14.4,27.6,1376.57,"소양강",2900
"심한가뭄",249.9,14.3,26.6,827.84,"대청",1490
"정상",658.3,14.2,24.1,9,"대곡",36.16
"정상",658.3,14.2,24.1,8.65,"대암",13.14
"정상",658.3,14.2,24.1,13.05,"사연",30.34
"정상",658.3,14.2,24.1,1.51,"선암",2.02
"정상",544.7,14.2,24.2,4.24,"평림",10.26
"심한가뭄",228,14.3,26.6,34.67,"보령",116.9
"보통가뭄",258.4,14.4,25.6,896.28,"충주",2750
"정상",568.2,14.3,24.3,538.67,"용담",815
"약한가뭄",397.1,14.4,22.9,0.18,"영주",181.1
"보통가뭄",289.6,14.4,25.1,1372.54,"소양강",2900
"심한가뭄",274.2,14.3,25.2,856.42,"대청",1490
"약한가뭄",360.5,14.3,24.5,639.08,"안동",1248
"약한가뭄",360.5,14.3,24.5,301.57,"임하",595
"정상",459.9,14.3,25.7,21.35,"군위",48.7
"정상",661.3,14.2,25.6,11.14,"대곡",36.16
"정상",661.3,14.2,25.6,8.12,"대암",13.14
"정상",661.3,14.2,25.6,15.49,"사연",30.34
"정상",661.3,14.2,25.6,1.49,"선암",2.02
"보통가뭄",253.8,14.4,24.9,44.53,"횡성",86.9
"약한가뭄",420.4,14.2,25.7,27.58,"부안",50.3
"약한가뭄",471.6,14.2,23.6,162.91,"섬진강",466
"정상",862.3,14.2,26.1,123.65,"장흥",191
"정상",695.8,14.2,25.5,583.88,"합천",790
"정상",495.3,14.3,25.6,7.82,"보현산",22.11
"정상",495.3,14.3,25.6,62.67,"영천",103.21
"정상",628.1,14.2,25.5,67.08,"밀양",73.6
"약한가뭄",465.1,14.3,23.6,0.36,"영주",181.1
"심한가뭄",235.4,14.3,23.6,34.53,"보령",116.9
"정상",638.7,14.2,23.4,564.54,"용담",815
"정상",819,14.2,25.3,225.52,"남강",309.2
"정상",557.4,14.2,24.7,4.43,"평림",10.26
"정상",464.7,14.3,25,23.75,"김천부항",54.3
"보통가뭄",283.7,14.4,24.5,912.84,"충주",2750
"보통습윤",1362,14.2,24.8,9.42,"구천",10.02
"보통습윤",1362,14.2,24.8,4.53,"연초",5.22
"약한가뭄",629.1,13.3,26.7,4.93,"평림",10.26
"정상",734.6,13.3,25.2,14.75,"대곡",36.16
"정상",734.6,13.3,25.2,4.25,"대암",13.14
"정상",734.6,13.3,25.2,8.74,"사연",30.34
"정상",734.6,13.3,25.2,1.36,"선암",2.02
"약한가뭄",578.7,13.3,27.3,30.59,"부안",50.3
"약한가뭄",632.9,13.3,24.7,166.49,"섬진강",466
"보통가뭄",401.3,13.4,26.9,33.71,"보령",116.9
"정상",884.2,13.3,26.7,119.13,"장흥",191
"정상",539.5,13.4,25.7,7.85,"보현산",22.11
"정상",539.5,13.4,25.7,60.96,"영천",103.21
"약한가뭄",621.6,13.3,25.7,62.96,"밀양",73.6
"정상",1388,13.3,26.6,9.01,"구천",10.02
"정상",1388,13.3,26.6,4.19,"연초",5.22
"정상",699.9,13.3,25.5,603.52,"합천",790
"심한가뭄",409,13.4,26,1411.52,"충주",2750
"정상",726.7,13.3,23.7,605.93,"용담",815
"보통가뭄",530.9,13.4,24.3,0.11,"영주",181.1
"약한가뭄",585.3,13.4,25.6,70.67,"횡성",86.9
"약한가뭄",482.1,13.4,26,19.77,"군위",48.7
"심한가뭄",422.2,13.4,28,907.54,"대청",1490
"정상",791.7,13.3,25.7,132.11,"남강",309.2
"약한가뭄",616.5,13.4,25.1,1604.96,"소양강",2900
"보통가뭄",445.5,13.3,26.5,907.54,"대청",1490
"정상",554.1,13.3,26.2,19.97,"군위",48.7
"약한가뭄",585.4,13.4,26.5,70.4,"횡성",86.9
"정상",659.4,13.3,25,185.67,"섬진강",466
"정상",885.4,13.3,27,118.97,"장흥",191
"약한가뭄",455.8,13.3,24.6,659.48,"안동",1248
"약한가뭄",455.8,13.3,24.6,321.62,"임하",595
"정상",762.4,13.3,27.1,607.8,"합천",790
"정상",805.1,13.3,25.4,16.07,"대곡",36.16
"정상",805.1,13.3,25.4,4.71,"대암",13.14
"정상",805.1,13.3,25.4,9.39,"사연",30.34
"정상",805.1,13.3,25.4,1.39,"선암",2.02
"보통가뭄",541.9,13.4,24,0.1,"영주",181.1
"정상",600.1,13.3,25.3,27.19,"김천부항",54.3
"정상",627.2,13.3,26.3,31.34,"부안",50.3
"정상",1418.5,13.3,26.9,9.01,"구천",10.02
"정상",1418.5,13.3,26.9,4.26,"연초",5.22
"정상",667.7,13.3,26.1,64.73,"밀양",73.6
"정상",757.2,13.3,24.6,619.11,"용담",815
"보통가뭄",405.6,13.3,25.5,33.58,"보령",116.9
"약한가뭄",653.3,13.3,26.7,5.69,"평림",10.26
"약한가뭄",616.5,13.4,26,1602.24,"소양강",2900
"심한가뭄",410.8,13.4,25.6,1414.87,"충주",2750
"정상",624.5,13.3,25.7,8.25,"보현산",22.11
"정상",624.5,13.3,25.7,65.29,"영천",103.21
"정상",821.5,13.3,26.7,140.4,"남강",309.2
"약한가뭄",616.5,13.4,24.6,1599.07,"소양강",2900
"보통가뭄",139.9,14.1,24.2,1003.84,"대청",1490
"약한가뭄",176.8,14.1,21.9,753.82,"안동",1248
"약한가뭄",176.8,14.1,21.9,333.34,"임하",595
"약한가뭄",233.7,14.1,20.1,607.72,"용담",815
"약한가뭄",245.1,14,20.8,145.28,"남강",309.2
"약한가뭄",174.2,14.2,20.7,0,"영주",181.1
"심한가뭄",145.5,14.1,20.6,53.13,"보령",116.9
"약한가뭄",189.6,14.1,21.7,49.41,"밀양",73.6
"보통가뭄",137.7,14.2,21.5,61.85,"횡성",86.9
"보통가뭄",214.2,14,23.3,5.22,"평림",10.26
"보통가뭄",201.7,14.1,21.6,30.44,"부안",50.3
"약한가뭄",161.6,14.1,21.9,6.93,"보현산",22.11
"약한가뭄",161.6,14.1,21.9,47.89,"영천",103.21
"약한가뭄",212,14.1,21,6.8,"대곡",36.16
"약한가뭄",212,14.1,21,5.62,"대암",13.14
"약한가뭄",212,14.1,21,6.33,"사연",30.34
"약한가뭄",212,14.1,21,1.43,"선암",2.02
"약한가뭄",168.5,14.1,23.2,21.07,"군위",48.7
"약한가뭄",172.3,14.2,21.4,1085.66,"충주",2750
"약한가뭄",241.4,14,20.2,90.89,"장흥",191
"약한가뭄",350.9,14,21.6,6.6,"구천",10.02
"약한가뭄",350.9,14,21.6,2.83,"연초",5.22
"정상",211.6,14.1,22.1,538.08,"합천",790
"보통가뭄",194.8,14.1,20.9,288.88,"섬진강",466
"약한가뭄",174.2,14.2,20.5,0.01,"영주",181.1
"약한가뭄",172.3,14.2,22.3,1081.82,"충주",2750
"약한가뭄",212,14.1,20.7,6.69,"대곡",36.16
"약한가뭄",212,14.1,20.7,5.51,"대암",13.14
"약한가뭄",212,14.1,20.7,6.3,"사연",30.34
"약한가뭄",212,14.1,20.7,1.43,"선암",2.02
"약한가뭄",168.3,14.1,22.5,20.96,"군위",48.7
"보통가뭄",137.7,14.2,21.7,61.51,"횡성",86.9
"보통가뭄",198.8,14.1,20.2,286.57,"섬진강",466
"정상",185.4,14.1,22.9,27.38,"김천부항",54.3
"약한가뭄",161.6,14.1,21.5,6.91,"보현산",22.11
"약한가뭄",161.6,14.1,21.5,47.63,"영천",103.21
"약한가뭄",351.4,14,21.3,6.58,"구천",10.02
"약한가뭄",351.4,14,21.3,2.81,"연초",5.22
"보통가뭄",139.9,14.2,24.5,999.73,"대청",1490
"약한가뭄",237.7,14.1,19.3,607.12,"용담",815
"약한가뭄",176.8,14.2,22,751.03,"안동",1248
"약한가뭄",176.8,14.2,22,332.6,"임하",595
"보통가뭄",220.8,14.1,21.2,5.2,"평림",10.26
"정상",215.6,14.1,21.3,537.29,"합천",790
"약한가뭄",248.8,14.1,20.7,144.76,"남강",309.2
"심한가뭄",145.9,14.1,20.6,52.83,"보령",116.9
"약한가뭄",190,14.1,21.6,49.28,"밀양",73.6
"약한가뭄",241.2,14,20.4,90.68,"장흥",191
"보통가뭄",142.8,14.3,21.8,1715.31,"소양강",2900
"보통가뭄",206.1,14.1,21.4,30.35,"부안",50.3
"보통가뭄",144.3,14.2,20.3,996.23,"대청",1490
"약한가뭄",257.3,14.6,22,28.5,"부안",50.3
"정상",250.1,14.6,21.8,23.7,"김천부항",54.3
"약한가뭄",249.4,14.7,20.4,0.11,"영주",181.1
"정상",274.6,14.6,22.2,527.22,"합천",790
"약한가뭄",206.5,14.6,23.2,6.39,"보현산",22.11
"약한가뭄",206.5,14.6,23.2,39.32,"영천",103.21
"보통가뭄",248.9,14.6,23,44.27,"밀양",73.6
"정상",443.8,14.5,21.2,96.66,"장흥",191
"약한가뭄",272.9,14.6,20.5,205.84,"섬진강",466
"약한가뭄",302.5,14.5,22.3,4.83,"평림",10.26
"정상",238.9,14.7,21.4,691.18,"안동",1248
"정상",238.9,14.7,21.4,278.52,"임하",595
"정상",390.7,14.5,22.3,132.11,"남강",309.2
"보통가뭄",175.5,14.6,20.5,43.83,"보령",116.9
"약한가뭄",328.7,14.6,19.2,570.55,"용담",815
"정상",600.9,14.5,21.5,7.56,"구천",10.02
"정상",600.9,14.5,21.5,3.54,"연초",5.22
"약한가뭄",204.8,14.8,19.5,1528.29,"소양강",2900
"약한가뭄",257.3,14.6,22.1,28.44,"부안",50.3
"정상",238.9,14.7,22.7,687.44,"안동",1248
"정상",238.9,14.7,22.7,277.7,"임하",595
"보통가뭄",195.1,14.7,22.8,889.39,"대청",1490
"정상",390.7,14.5,22.8,130.38,"남강",309.2
"약한가뭄",272.9,14.6,21.6,203.07,"섬진강",466
"정상",443.8,14.5,22.8,96.37,"장흥",191
"약한가뭄",248.9,14.6,24.2,44.03,"밀양",73.6
"정상",600.9,14.5,23.3,7.54,"구천",10.02
"정상",600.9,14.5,23.3,3.53,"연초",5.22
"약한가뭄",206.5,14.6,24.1,6.37,"보현산",22.11
"약한가뭄",206.5,14.6,24.1,39.12,"영천",103.21
"보통가뭄",175.5,14.6,21.1,43.45,"보령",116.9
"약한가뭄",205.1,14.8,21.3,1523.48,"소양강",2900
"정상",274.6,14.6,23.2,526.43,"합천",790
"약한가뭄",249.4,14.7,21.9,0.1,"영주",181.1
"약한가뭄",194.6,14.8,21.2,50.7,"횡성",86.9
"약한가뭄",302.5,14.5,23.5,4.8,"평림",10.26
"약한가뭄",292.4,14.6,23.3,3.04,"대곡",36.16
"약한가뭄",292.4,14.6,23.3,4.94,"대암",13.14
"약한가뭄",292.4,14.6,23.3,5.84,"사연",30.34
"약한가뭄",292.4,14.6,23.3,1.38,"선암",2.02
"약한가뭄",199.9,14.6,24.6,18.18,"군위",48.7
"약한가뭄",186.8,14.7,21.4,971.34,"충주",2750
"약한가뭄",328.7,14.6,20.4,569.12,"용담",815
"정상",250.1,14.6,23.3,23.57,"김천부항",54.3
"약한가뭄",205.1,14.8,23.2,1519.55,"소양강",2900
"정상",238.9,14.7,24,683.71,"안동",1248
"정상",238.9,14.7,24,276.88,"임하",595
"약한가뭄",199.9,14.6,26.8,18.09,"군위",48.7
"약한가뭄",302.5,14.5,23.5,4.76,"평림",10.26
"보통가뭄",289.2,14.4,27.7,1370.93,"소양강",2900
"심한가뭄",274.2,14.3,28.3,893.77,"대청",1490
"보통가뭄",283.9,14.3,26.4,932.08,"충주",2750
"정상",459.9,14.2,28.5,21.93,"군위",48.7
"정상",557.4,14.2,27,4.48,"평림",10.26
"심한가뭄",235.4,14.3,25.1,34.33,"보령",116.9
"정상",464.7,14.2,27.1,24.36,"김천부항",54.3
"약한가뭄",465.2,14.3,25.2,0.63,"영주",181.1
"정상",1362,14.2,26.4,9.38,"구천",10.02
"정상",1362,14.2,26.4,4.49,"연초",5.22
"정상",695.8,14.2,28.2,592.49,"합천",790
"정상",628.1,14.2,27.8,64.83,"밀양",73.6
"정상",863.2,14.1,26.6,125.32,"장흥",191
"약한가뭄",420.4,14.2,27.4,27.71,"부안",50.3
"정상",661.3,14.2,28,11.64,"대곡",36.16
"정상",661.3,14.2,28,7.77,"대암",13.14
"정상",661.3,14.2,28,15.87,"사연",30.34
"정상",661.3,14.2,28,1.45,"선암",2.02
"정상",638.7,14.2,25.8,572.85,"용담",815
"정상",495.3,14.2,28.2,8.09,"보현산",22.11
"정상",495.3,14.2,28.2,65.34,"영천",103.21
"약한가뭄",471.6,14.2,26.5,168.55,"섬진강",466
"약한가뭄",360.5,14.3,27.2,661.3,"안동",1248
"약한가뭄",360.5,14.3,27.2,312.82,"임하",595
"심한가뭄",253.8,14.4,27.2,44.57,"횡성",86.9
"정상",819,14.2,26.8,181.57,"남강",309.2
"정상",557.4,14.2,27.7,4.51,"평림",10.26
"정상",819,14.2,27.3,173.81,"남강",309.2
"정상",638.7,14.2,26.3,575.45,"용담",815
"심한가뭄",235.4,14.2,26.7,34.07,"보령",116.9
"정상",464.7,14.2,28.8,24.56,"김천부항",54.3
"정상",695.8,14.2,28.2,595.66,"합천",790
"정상",661.3,14.2,28.8,11.83,"대곡",36.16
"정상",661.3,14.2,28.8,7.61,"대암",13.14
"정상",661.3,14.2,28.8,15.9,"사연",30.34
"정상",661.3,14.2,28.8,1.41,"선암",2.02
"보통가뭄",283.9,14.3,27.9,945.05,"충주",2750
"정상",495.3,14.2,30,8.17,"보현산",22.11
"정상",495.3,14.2,30,66.07,"영천",103.21
"약한가뭄",471.6,14.2,26.7,169.07,"섬진강",466
"심한가뭄",253.8,14.4,27.8,44.61,"횡성",86.9
"정상",628.6,14.2,28.3,65.16,"밀양",73.6
"정상",1362,14.1,26.6,9.37,"구천",10.02
"정상",1362,14.1,26.6,4.48,"연초",5.22
"정상",863.2,14.1,27.3,125.9,"장흥",191
"약한가뭄",465.2,14.3,27.3,0.5,"영주",181.1
"보통가뭄",289.2,14.4,27.9,1368.52,"소양강",2900
"약한가뭄",420.4,14.2,28.3,27.73,"부안",50.3
"정상",460.2,14.2,29.5,22.05,"군위",48.7
"심한가뭄",274.2,14.3,29.4,906.43,"대청",1490
"보통가뭄",455.8,13.3,24,657.68,"안동",1248
"보통가뭄",455.8,13.3,24,323.98,"임하",595
"심한가뭄",445.5,13.3,25.4,918.64,"대청",1490
"약한가뭄",653.3,13.2,25.6,5.86,"평림",10.26
"약한가뭄",585.4,13.4,24.5,70.14,"횡성",86.9
"정상",757.2,13.3,21.7,622.13,"용담",815
"정상",821.5,13.3,24.4,148.65,"남강",309.2
"보통가뭄",405.6,13.3,24.2,33.39,"보령",116.9
"정상",600.1,13.3,25,27.57,"김천부항",54.3
"정상",667.7,13.3,24.5,65.61,"밀양",73.6
"정상",554.1,13.3,26.4,20.02,"군위",48.7
"정상",624.5,13.3,25.3,8.37,"보현산",22.11
"정상",624.5,13.3,25.3,66.86,"영천",103.21
"정상",1418.5,13.2,25.6,8.99,"구천",10.02
"정상",1418.5,13.2,25.6,4.27,"연초",5.22
"정상",659.4,13.3,23.3,191.74,"섬진강",466
"정상",885.4,13.2,24.9,118.65,"장흥",191
"정상",627.2,13.3,25,31.52,"부안",50.3
"심한가뭄",410.8,13.3,24.2,1416.88,"충주",2750
"정상",805.1,13.3,24.8,16.62,"대곡",36.16
"정상",805.1,13.3,24.8,4.82,"대암",13.14
"정상",805.1,13.3,24.8,9.59,"사연",30.34
"정상",805.1,13.3,24.8,1.39,"선암",2.02
"정상",762.4,13.3,25.4,608.45,"합천",790
"보통가뭄",541.9,13.3,22.9,0.1,"영주",181.1
"정상",554.1,13.2,23.4,20.02,"군위",48.7
"약한가뭄",653.3,13.2,24,5.93,"평림",10.26
"정상",805.1,13.2,23.3,16.81,"대곡",36.16
"정상",805.1,13.2,23.3,4.88,"대암",13.14
"정상",805.1,13.2,23.3,9.43,"사연",30.34
"정상",805.1,13.2,23.3,1.39,"선암",2.02
"정상",757.2,13.2,18.9,622.73,"용담",815
"정상",821.5,13.2,23.3,151.01,"남강",309.2
"정상",627.2,13.2,23.9,31.54,"부안",50.3
"보통가뭄",405.6,13.3,23.7,33.16,"보령",116.9
"보통가뭄",541.9,13.3,20.2,0.1,"영주",181.1
"정상",1418.5,13.2,24.4,8.97,"구천",10.02
"정상",1418.5,13.2,24.4,4.26,"연초",5.22
"심한가뭄",411.3,13.3,21.5,1418.22,"충주",2750
"약한가뭄",585.4,13.3,21.9,69.87,"횡성",86.9
"정상",667.7,13.2,23,65.75,"밀양",73.6
"정상",762.4,13.2,22,608.23,"합천",790
"정상",600.1,13.3,22.7,27.73,"김천부항",54.3
"보통가뭄",455.8,13.3,21.9,655.51,"안동",1248
"보통가뭄",455.8,13.3,21.9,324.52,"임하",595
"약한가뭄",659.4,13.2,21.1,192.31,"섬진강",466
"심한가뭄",445.5,13.3,23.9,922.54,"대청",1490
"정상",624.5,13.3,23,8.41,"보현산",22.11
"정상",624.5,13.3,23,66.86,"영천",103.21
"정상",885.4,13.2,23.6,118.24,"장흥",191
"약한가뭄",616.5,13.3,22.6,1595.45,"소양강",2900
"보통가뭄",455.8,13.2,22.9,652.99,"안동",1248
"보통가뭄",455.8,13.2,22.9,324.52,"임하",595
"약한가뭄",174.5,14.2,20,1078.54,"충주",2750
"정상",194.9,14.2,17.5,749.05,"안동",1248
"정상",194.9,14.2,17.5,332.23,"임하",595
"약한가뭄",260.9,14.1,18.7,5.22,"평림",10.26
"약한가뭄",220.2,14.1,17.8,6.59,"대곡",36.16
"약한가뭄",220.2,14.1,17.8,5.44,"대암",13.14
"약한가뭄",220.2,14.1,17.8,6.29,"사연",30.34
"약한가뭄",220.2,14.1,17.8,1.45,"선암",2.02
"약한가뭄",270.7,14.1,16.9,607.12,"용담",815
"약한가뭄",229.1,14.1,19.8,30.35,"부안",50.3
"약한가뭄",226.3,14.1,18,285.03,"섬진강",466
"정상",297.3,14,18.7,91.74,"장흥",191
"정상",214.5,14.2,18,27.42,"김천부항",54.3
"정상",250.6,14.1,17.2,538.88,"합천",790
"약한가뭄",173.6,14.1,17.7,6.91,"보현산",22.11
"약한가뭄",173.6,14.1,17.7,47.46,"영천",103.21
"보통가뭄",142.8,14.3,21.7,1709.1,"소양강",2900
"정상",397.9,14.1,18,6.63,"구천",10.02
"정상",397.9,14.1,18,2.88,"연초",5.22
"정상",293,14.1,17.2,148.39,"남강",309.2
"약한가뭄",205.2,14.1,17.5,49.2,"밀양",73.6
"약한가뭄",180.7,14.2,17.3,0.01,"영주",181.1
"보통가뭄",155.8,14.2,19.8,52.57,"보령",116.9
"정상",184.3,14.1,18.1,20.93,"군위",48.7
"보통가뭄",137.7,14.3,20.5,61.17,"횡성",86.9
"정상",200.1,14.2,19.2,746.28,"안동",1248
"정상",200.1,14.2,19.2,331.86,"임하",595
"정상",186.8,14.2,19.6,20.86,"군위",48.7
"약한가뭄",271.7,14.1,18.4,607.12,"용담",815
"보통가뭄",159.5,14.2,21.2,52.31,"보령",116.9
"약한가뭄",231.1,14.1,22,30.31,"부안",50.3
"약한가뭄",187.7,14.2,18.7,0.01,"영주",181.1
"정상",318.6,14.1,19.8,92.39,"장흥",191
"약한가뭄",212.1,14.1,20,49.13,"밀양",73.6
"정상",406.4,14.1,19.9,6.65,"구천",10.02
"정상",406.4,14.1,19.9,2.91,"연초",5.22
"정상",308.7,14.1,18.6,157.12,"남강",309.2
"약한가뭄",226.8,14.1,19.8,283.3,"섬진강",466
"정상",221.1,14.2,19.4,27.36,"김천부항",54.3
"약한가뭄",157.9,14.3,19.8,1702.92,"소양강",2900
